Date,Equity,Ret
2023-03-21,106108389.36601195,-0.00017619771355226188
2023-03-22,105720535.14874439,-0.00365526439129793
2023-03-23,106242529.49569044,0.004937492476855265
2023-03-24,106113971.45937926,-0.0012100430677000062
2023-03-27,105767311.94353554,-0.0032668602548385772
2023-03-28,105722409.7357908,-0.00042453766593508746
2023-03-29,106648651.78519285,0.008761075837344201
2023-03-30,106146367.72029933,-0.0047097085287602924
2023-03-31,106944876.21487033,0.0075227114381823945
2023-04-03,108076134.4800117,0.010577956655618337
2023-04-04,107660813.59149505,-0.0038428547663634793
2023-04-05,106735995.90106133,-0.00859010497489665
2023-04-06,107185950.2327036,0.0042155818929103805
2023-04-10,107460076.65428734,0.002557484642237151
2023-04-11,106296046.7212824,-0.010832208288383938
2023-04-12,107366618.6462155,0.010071606216365048
2023-04-13,107475428.51064306,0.001013442220678451
2023-04-14,107278986.3287003,-0.001827786915251095
2023-04-17,107394289.43328595,0.0010747967382200851
2023-04-18,108070716.15693063,0.006298535305872877
2023-04-19,107490288.53802489,-0.005370813107807071
2023-04-20,108115762.0520051,0.005818883942793951
2023-04-24,108408790.9144945,0.002710325089772203
2023-04-25,107605568.74790868,-0.007409197721053307
2023-04-26,108837098.49154434,0.011444851395384648
2023-04-27,108772540.82769018,-0.0005931586265061073
2023-04-28,108872850.31669441,0.0009221949606117441
2023-05-02,109154666.91032434,0.002588492841054224
2023-05-03,107821172.92923847,-0.012216554901691823
2023-05-04,107769818.31905343,-0.000476294300923108
2023-05-05,108628102.54694387,0.007964050058518968
2023-05-08,109584180.19750093,0.008801384063059414
2023-05-09,110006082.05454478,0.003850025216080022
2023-05-10,109774081.28352647,-0.002108981309808633
2023-05-11,110769762.63370475,0.009070277232442692
2023-05-12,110170302.59379312,-0.0054117660420915925
2023-05-15,111076069.55903946,0.008221516542311402
2023-05-16,110349233.47950324,-0.006543588393266742
2023-05-17,109969068.5904413,-0.003445106749495941
2023-05-18,110586432.0042751,0.005613973290371721
2023-05-19,112129275.88245457,0.013951475332162122
2023-05-22,113052551.95361392,0.008234032226581256
2023-05-23,112408887.7612009,-0.005693495469939691
2023-05-24,112561745.94403303,0.0013598407196844242
2023-05-25,115389936.76319659,0.025125683645399022
2023-05-26,117806722.00697504,0.020944506181142852
2023-05-29,120632540.2938663,0.02398690192503583
2023-05-30,117894059.14362782,-0.02270101536092517
2023-05-31,115856962.22703257,-0.017279046386158403
2023-06-01,115774744.09902182,-0.0007096520263464301
2023-06-02,115303152.28542492,-0.004073356562062869
2023-06-05,115287165.52185756,-0.00013864983957923016
2023-06-06,114610723.75800356,-0.005867450733063162
2023-06-07,115703522.69110337,0.009534875073358817
2023-06-09,116469499.28399503,0.006620166569488273
2023-06-12,117962206.14325926,0.012816289830734684
2023-06-13,116933032.61810642,-0.008724603911721918
2023-06-14,118531808.54317269,0.013672577280089193
2023-06-15,118562974.69477074,0.00026293492001094876
2023-06-16,119703099.7995973,0.009616198545639554
2023-06-19,119822624.81835642,0.0009985123105353821
2023-06-20,120006255.51966688,0.0015325211043308862
2023-06-21,119168264.23451976,-0.006982896695829188
2023-06-22,116949540.20451984,-0.018618413587308313
2023-06-23,117645493.6664511,0.0059508866876618605
2023-06-26,117907008.20680673,0.0022229031661602505
2023-06-27,117276725.58278856,-0.005345590848278237
2023-06-28,116374938.8315376,-0.007689392304991993
2023-06-29,116269989.84825587,-0.0009018177309949582
2023-06-30,117939059.14184546,0.014355116877260432
2023-07-03,117220380.25182587,-0.006093646119011642
2023-07-04,119352531.7250883,0.01818925573080299
2023-07-05,120401500.5667142,0.008788827739675042
2023-07-06,119646497.09672183,-0.006270714787097065
2023-07-07,121223964.15796578,0.013184398202387149
2023-07-10,120594058.79348272,-0.005196211564754916
2023-07-11,120119186.97008443,-0.003937771297767734
2023-07-12,120423202.07220212,0.002530945386713279
2023-07-13,120864957.24772808,0.0036683559972197077
2023-07-14,119396650.15491351,-0.01214832757360007
2023-07-17,120725805.00510776,0.011132262492035583
2023-07-18,121678724.8893812,0.007893257653018848
2023-07-19,121046079.19573903,-0.005199312321996441
2023-07-20,120815277.33851802,-0.0019067272459754037
2023-07-21,120993479.02119023,0.0014749929528605765
2023-07-24,121668367.23116633,0.005577889117957424
2023-07-25,121564281.41461647,-0.0008554879046918096
2023-07-26,121306148.89201024,-0.002123424081501568
2023-07-27,121999522.44415945,0.005715897821193527
2023-07-28,122541167.34554914,0.0044397296853158075
2023-07-31,122872653.69502388,0.002705101939660892
2023-08-01,123334943.36210677,0.0037623478714012837
2023-08-02,123312922.311548,-0.00017854672778438996
2023-08-03,122790829.11702728,-0.004233888750131531
2023-08-04,122984908.99173005,0.0015805730452214117
2023-08-07,123455507.03817049,0.0038264698514520745
2023-08-08,123893894.72073027,0.003550977134006983
2023-08-09,123721083.91269693,-0.0013948290867994428
2023-08-10,123386450.09250075,-0.002704743683237698
2023-08-11,123005932.48307984,-0.0030839497297769913
2023-08-14,123423561.49370775,0.003395194054444106
2023-08-15,123042874.4208,-0.003084395461454559
2023-08-16,121929001.31656799,-0.009052723365536974
2023-08-17,120361808.8221767,-0.012853320190184592
2023-08-18,119944703.01394075,-0.003465433199431045
2023-08-21,120225479.35987702,0.0023408815802699046
2023-08-22,122591415.15267968,0.01967915458020819
2023-08-23,124873466.25213116,0.018615097122496982
2023-08-24,126399843.92589214,0.012223394765698892
2023-08-25,125168248.7047886,-0.009743645109448362
2023-08-28,123664175.80899009,-0.012016409204109624
2023-08-29,123913788.86839794,0.0020184750981835364
2023-08-30,124187457.71799606,0.002208542343005604
2023-08-31,126135164.85107592,0.015683605807461642
2023-09-01,124827519.50828983,-0.010367016559814868
2023-09-04,125633115.21007787,0.006453670672631917
2023-09-05,124695108.0974584,-0.007466240975167793
2023-09-06,125522631.85636543,0.006636377092357648
2023-09-08,126214856.96782622,0.005514743446846326
2023-09-11,125724182.41710982,-0.003887613253338973
2023-09-12,124294163.24656902,-0.011374257068512694
2023-09-13,124778588.41372733,0.0038974088123295836
2023-09-14,124904787.95402765,0.0010113877861952503
2023-09-15,124509145.88499829,-0.003167549263003333
2023-09-18,125904714.65480451,0.011208564317799041
2023-09-19,124716661.46410169,-0.009436129488559097
2023-09-20,125073521.91954356,0.0028613695335695244
2023-09-21,124735790.81592356,-0.002700260602218063
2023-09-22,124225157.0089182,-0.004093723250281234
2023-09-25,124450958.78150585,0.0018176815230062093
2023-09-26,124491306.31930888,0.0003242043146800544
2023-09-27,125130425.58312958,0.005133846552958676
2023-09-28,124499613.81682251,-0.005041234083296486
2023-09-29,125001835.3095184,0.004033920084561826
2023-10-02,124613298.95315386,-0.003108245214180072
2023-10-03,124818565.62878406,0.0016472292873601635
2023-10-04,124638574.93792897,-0.0014420185807164643
2023-10-05,124103005.373496,-0.004296980807905526
2023-10-06,123338815.93331423,-0.0061577029329941135
2023-10-09,123577774.32943466,0.001937414384208358
2023-10-10,124465239.18074715,0.007181427697076748
2023-10-11,123880155.57510617,-0.004700779185354165
2023-10-13,124744222.13425356,0.006975019971003471
2023-10-16,124514423.92003876,-0.0018421551738684316
2023-10-17,124672674.74135265,0.0012709436893472148
2023-10-18,125687258.4099046,0.008137979478316515
2023-10-19,124972575.00761345,-0.005686204085702529
2023-10-20,124005777.89322194,-0.007736074209342414
2023-10-23,122693930.67553298,-0.010578920111436685
2023-10-24,121860211.56710535,-0.006795112878341336
2023-10-25,121138859.19374022,-0.005919506983359413
2023-10-26,122094291.94691122,0.007887087261098769
2023-10-27,120599947.43792106,-0.012239265940785504
2023-10-30,121459074.61804236,0.007123777401010445
2023-10-31,121205468.1159272,-0.002087999623845982
2023-11-01,120770882.59724818,-0.003585527331682492
2023-11-03,120346591.02071837,-0.0035131943015168643
2023-11-06,120076334.83821324,-0.002245648839846237
2023-11-07,120652902.71134609,0.004801677815280625
2023-11-08,120784994.30621903,0.0010948066055977979
2023-11-09,119971218.4961128,-0.006737391633625522
2023-11-10,119311619.81336796,-0.005497974355959445
2023-11-13,120218045.83489835,0.007597131133985524
2023-11-14,119952937.17882138,-0.002205231787256401
2023-11-16,123503179.22773947,0.02959695804384954
2023-11-17,124106176.83582136,0.004882446037846266
2023-11-20,122375291.52872391,-0.013946810313778535
2023-11-21,122405205.33221138,0.00024444316425142887
2023-11-22,120452072.7732953,-0.015956286774040485
2023-11-23,120318816.96070729,-0.0011062973805258114
2023-11-24,119488138.86876708,-0.0069039748970560755
2023-11-27,118959079.3837437,-0.00442771550408394
2023-11-28,118780725.48743844,-0.0014992877990415154
2023-11-29,118787627.61114824,5.8108112081844965e-05
2023-11-30,120109813.05658098,0.011130666316200077
2023-12-01,119709117.61071777,-0.003336075843148989
2023-12-04,120205611.58544105,0.004147503420230958
2023-12-05,120678897.52874765,0.003937303234551548
2023-12-06,120523857.0720726,-0.0012847354413236811
2023-12-07,119745716.5021545,-0.006456319842574998
2023-12-08,120555246.6796587,0.006760410319058385
2023-12-11,120840870.733547,0.0023692378536395164
2023-12-12,121018593.462735,0.0014707170521790491
2023-12-13,120784231.23155393,-0.0019365803590606356
2023-12-14,121671098.71762437,0.007342576733963213
2023-12-15,121228732.9332504,-0.0036357507167796843
2023-12-18,120894879.41968681,-0.0027539140720658217
2023-12-19,122207512.10534939,0.010857636749905364
2023-12-20,120754740.07323071,-0.011887747382225644
2023-12-21,121051809.81131771,0.0024601082980828526
2023-12-22,121840147.22958305,0.006512396795174791
2023-12-26,124240829.27204426,0.01970353858763496
2023-12-27,125800677.655956,0.01255503841250305
2023-12-28,127885761.8101098,0.016574506536889633
2024-01-02,125311787.19369808,-0.0201271398784304
2024-01-03,124324129.89153698,-0.007881599363310121
2024-01-04,122426316.8704915,-0.015265041651215783
2024-01-05,121856948.84341884,-0.004650699634090705
2024-01-08,121431314.08064526,-0.003492905138471003
2024-01-09,122497374.67417416,0.00877912424484606
2024-01-10,122193058.0966109,-0.002484270200669214
2024-01-11,121595581.16944824,-0.004889614324000924
2024-01-12,121769601.01459959,0.0014311362590457843
2024-01-15,121961898.47723292,0.0015791910380840157
2024-01-16,122030938.12929307,0.0005660755770626746
2024-01-17,122048780.05471933,0.00014620821325950217
2024-01-18,122905245.69631207,0.00701740436249132
2024-01-19,121409646.96930683,-0.01216871353644855
2024-01-22,122151588.76852259,0.006111061334387546
2024-01-23,121438844.61583215,-0.005834915123708262
2024-01-24,121786849.85895813,0.0028656830870457117
2024-01-25,121522127.58869499,-0.002173652332494891
2024-01-26,121845892.93488371,0.002664250146150682
2024-01-29,121166008.01977491,-0.00557987551925232
2024-01-30,121106347.22359616,-0.0004923888898693551
2024-01-31,121548167.31133302,0.0036481992716792533
2024-02-01,121474835.18181868,-0.0006033174430882804
2024-02-02,121785858.88533284,0.0025603961762832306
2024-02-05,122151159.91529888,0.002999535687554511
2024-02-06,121654903.47306345,-0.004062642078712431
2024-02-07,121458185.04675195,-0.0016170201175250698
2024-02-08,122582293.83488563,0.009255109383538018
2024-02-09,122825337.68262047,0.0019826994595337766
2024-02-14,124518434.51362833,0.013784589262704205
2024-02-15,124142696.20657156,-0.003017531568915155
2024-02-16,123840191.83285183,-0.0024367472510535837
2024-02-19,124055910.70192674,0.0017419132341629506
2024-02-20,123090081.09934658,-0.007785438010291967
2024-02-21,123459763.2280754,0.003003346211385205
2024-02-22,123659038.60868068,0.0016140917121081344
2024-02-23,123364215.24177946,-0.0023841635048950094
2024-02-26,123123236.42803083,-0.0019533931560001827
2024-02-27,123382438.1035594,0.0021052214273142855
2024-02-28,122912332.46406588,-0.003810150348130925
2024-02-29,122321761.56177793,-0.004804814052817741
2024-03-01,123082852.2125554,0.006222038017275278
2024-03-04,123220935.50553969,0.001121872710146743
2024-03-05,124450723.27037048,0.009980347574747306
2024-03-06,124388717.66560885,-0.0004982341856456518
2024-03-07,125240384.48037633,0.006846817225473645
2024-03-08,126506638.44671577,0.01011058830259226
2024-03-11,126682671.20204878,0.0013914902608620494
2024-03-12,125817588.09618306,-0.006828740645087761
2024-03-13,126282650.23658772,0.0036963205815798705
2024-03-14,126844863.31196631,0.004452021511468951
2024-03-15,126802334.0922713,-0.00033528531297655206
2024-03-18,126616461.35731144,-0.001465846321287767
2024-03-19,127078504.96661527,0.0036491590773488625
2024-03-20,127557011.50024141,0.0037654403768114797
2024-03-21,128429446.10501261,0.006839566045881762
2024-03-22,127824721.60530372,-0.004708612534343737
2024-03-25,126728783.13300368,-0.008573759899779598
2024-03-26,127727145.12213047,0.007877941888536855
2024-03-27,128079289.94554159,0.002757008489263635
2024-03-28,127419531.65654819,-0.0051511707261487905
2024-04-01,127347243.01438156,-0.0005673277968206714
2024-04-02,127460435.28547662,0.000888847441183227
2024-04-03,127165173.95333865,-0.0023164939887163616
2024-04-04,126795497.5098116,-0.002907057270748581
2024-04-05,125053057.7601049,-0.013742126368263774
2024-04-08,124578226.07398215,-0.00379704178872331
2024-04-09,124648472.00625172,0.0005638700636807492
2024-04-10,124815663.43722127,0.0013413034935652046
2024-04-11,124643165.60435492,-0.0013820207185223365
2024-04-12,124522152.26878583,-0.0009708782265143157
2024-04-15,124578586.58312926,0.00045320702634188414
2024-04-16,124687720.90201095,0.0008760279103734447
2024-04-17,124158692.89852816,-0.00424282358884831
2024-04-18,124742804.49018791,0.00470455654794244
2024-04-19,124900722.17229666,0.001265946222342329
2024-04-22,126989024.77129571,0.01671969995592426
2024-04-23,126575632.53115818,-0.0032553383324428475
2024-04-24,126681980.95620899,0.000840196670750526
2024-04-25,126189559.8789607,-0.0038870648653537287
2024-04-26,126186977.32459784,-2.0465673747804836e-05
2024-04-29,126087957.51070863,-0.0007847070750770513
2024-04-30,126061279.9781805,-0.00021157875069766074
2024-05-02,124704695.1070767,-0.010761312841965465
2024-05-03,124857522.41654624,0.0012255136772381103
2024-05-06,121879282.65598497,-0.0238531063480929
2024-05-07,121424573.05053778,-0.003730819508764638
2024-05-08,121500783.04126476,0.0006276323549043727
2024-05-09,122209768.25537182,0.005835231645102024
2024-05-10,122942289.44108166,0.005993965917512778
2024-05-13,123798928.9437684,0.006967818043581042
2024-05-14,123872265.35687216,0.0005923832599317169
2024-05-15,123807446.19437812,-0.0005232742156389136
2024-05-16,123377727.1113262,-0.0034708662221919484
2024-05-17,124112722.5586775,0.005957278226466967
2024-05-20,124021437.129043,-0.0007355042074057572
2024-05-21,124313132.32354768,0.002351973991409073
2024-05-22,122275445.36176017,-0.01639156639126471
2024-05-23,122201338.71321353,-0.0006060632069454508
2024-05-24,121890055.49085066,-0.0025472979726793854
2024-05-27,121865419.43938667,-0.00020211699276684314
2024-05-28,121346269.10424268,-0.004260029937386722
2024-05-29,121669623.75024638,0.002664726722878541
2024-05-31,121425354.31458434,-0.002007645196334673
2024-06-03,122223774.63170311,0.006575400348845184
2024-06-04,121498782.3055414,-0.005931680054443889
2024-06-05,121105850.3818501,-0.0032340400145177695
2024-06-06,119363845.23457187,-0.014384153546551426
2024-06-07,120578943.69068672,0.010179786464879381
2024-06-10,120620416.96057484,0.00034395117935770436
2024-06-11,119480747.51791671,-0.009448395813708932
2024-06-12,120136559.86455375,0.005488853729666454
2024-06-13,120475959.1430745,0.002825112346344749
2024-06-14,119669042.6939351,-0.0066977383278694624
2024-06-17,120352912.30671076,0.00571467438345552
2024-06-18,120668685.55798636,0.0026237275461260534
2024-06-19,119879407.31873426,-0.006540870447062419
2024-06-20,119933448.95606826,0.00045080000429353895
2024-06-21,120327521.14600185,0.0032857571708617694
2024-06-24,119491777.07021278,-0.006945577103470768
2024-06-25,119934831.59586698,0.00370782439191486
2024-06-26,119107002.25727475,-0.006902326268166115
2024-06-27,119005099.28858982,-0.0008555581683167279
2024-06-28,119437515.77707213,0.0036335963002198657
2024-07-01,120425909.1243135,0.00827540108156799
2024-07-02,122743919.04403573,0.019248431974297153
2024-07-03,123474911.70989949,0.005955428762230541
2024-07-04,124306457.73560542,0.0067345342806126585
2024-07-05,125600182.95952705,0.010407546377625199
2024-07-08,126475603.80591014,0.006969901044373339
2024-07-09,129533073.73996626,0.024174384956865858
2024-07-10,131324812.63815139,0.013832288900840872
2024-07-11,132555460.08426327,0.009371020002920227
2024-07-12,129488096.80646066,-0.02314022580324293
2024-07-15,130169621.69165713,0.005263224203650996
2024-07-16,131042547.2182179,0.006706061792424389
2024-07-17,131701473.3216118,0.005028337111737002
2024-07-18,130219918.08010808,-0.011249344476851886
2024-07-19,131535013.26398796,0.010099032492639548
2024-07-22,130996169.67002687,-0.004096579158582192
2024-07-23,131609221.66041642,0.004679923023198418
2024-07-24,130918547.3668708,-0.00524791716592421
2024-07-25,130816541.56927097,-0.000779154670223936
2024-07-26,129657956.84996572,-0.008856561298799859
2024-07-29,130346089.71068183,0.005307293724459816
2024-07-30,130490199.57313018,0.0011055940593862612
2024-07-31,130336267.41489562,-0.001179645358334258
2024-08-01,130522104.75852752,0.0014258298731260055
2024-08-02,129551670.72589111,-0.007435016730934274
2024-08-05,130207277.7390644,0.005060583236787597
2024-08-06,131901559.5632696,0.013012189899250792
2024-08-07,138271856.73766398,0.048295844230247464
2024-08-08,131032738.70047554,-0.05235424046501991
2024-08-09,131569473.53431301,0.004096188778167642
2024-08-12,131940173.37768975,0.0028175216744334985
2024-08-13,130619949.99331123,-0.010006227448248639
2024-08-14,130332101.09833294,-0.0022037131004338795
2024-08-15,131587616.53691867,0.009633201858983753
2024-08-16,131248323.05700107,-0.0025784605637446667
2024-08-19,133196423.53164768,0.014842859925917384
2024-08-20,133300031.67750154,0.000777859818655191
2024-08-21,135318964.72007895,0.015145780666143471
2024-08-22,131941006.28323595,-0.024962934381227653
2024-08-23,133206886.10940562,0.009594286581779077
2024-08-26,133944579.28621371,0.005537950764814115
2024-08-27,133141771.34265548,-0.005993582926881902
2024-08-28,133887292.20362195,0.005599451272491951
2024-08-29,133087310.21777512,-0.005975040443944368
2024-08-30,133403354.76164018,0.002374715841412023
2024-09-02,133830746.51085721,0.0032037556325377192
2024-09-03,133529093.3273132,-0.0022539901435844056
2024-09-04,133705176.76959762,0.001318689716950372
2024-09-05,134065278.44231105,0.0026932515360564846
2024-09-06,133230173.67079228,-0.006229090643168456
2024-09-09,132759216.9683992,-0.0035349102190379567
2024-09-10,132387875.1674278,-0.002797107496195883
2024-09-11,132249895.90027831,-0.0010422349250259755
2024-09-12,131848621.08985078,-0.0030342164558685436
2024-09-13,132822900.05504577,0.007389375460597591
2024-09-16,134250183.38391906,0.010745762427124994
2024-09-17,134061251.3592991,-0.0014073129723753963
2024-09-18,133635452.1702558,-0.003176154069322479
2024-09-19,133172569.97487475,-0.003463767943788776
2024-09-20,132860778.32166374,-0.002341260315617877
2024-09-23,132785448.91793688,-0.0005669799972455314
2024-09-24,131074484.25398773,-0.012885181907292709
2024-09-25,132735623.70693491,0.012673248057404773
2024-09-26,132896885.17976482,0.001214907259455389
2024-09-27,132902185.77210811,3.988500058604849e-05
2024-09-30,133256775.87133473,0.002668053178859209
2024-10-01,133240548.94260909,-0.00012177188454054466
2024-10-02,133261301.91727453,0.00015575569772230402
2024-10-03,131936896.78935698,-0.009938407541145833
2024-10-04,131657077.67737877,-0.002120855642261721
2024-10-07,131980456.57631415,0.0024562211514964627
2024-10-08,131433350.12982994,-0.004145359553047623
2024-10-09,131772172.40317391,0.0025779018263574205
2024-10-10,130393434.07440758,-0.01046304620787386
2024-10-11,130243628.20762673,-0.0011488758452006254
2024-10-14,129888714.82662457,-0.002724996116020173
2024-10-15,129769413.08544433,-0.0009184919670618408
2024-10-16,129522563.08166689,-0.0019022202374832098
2024-10-17,129868036.4984831,0.002667283665459763
2024-10-18,130584579.80972604,0.005517472432497339
2024-10-21,128865322.2451523,-0.01316585439933926
2024-10-22,129790411.75103138,0.007178731172682751
2024-10-23,128020658.42259437,-0.013635470483226553
2024-10-24,126687280.81118785,-0.01041533161784769
2024-10-25,124747547.49252784,-0.01531119230154565
2024-10-28,124593664.94502427,-0.0012335516857578943
2024-10-29,124402911.03577104,-0.001531008092083952
2024-10-30,124788073.84585483,0.0030960916177680264
2024-10-31,124965964.13581975,0.0014255391920277027
2024-11-01,124609426.21467341,-0.0028530802255790633
2024-11-04,125334751.85641405,0.00582079272631475
2024-11-05,126666759.52637151,0.010627600487719713
2024-11-06,125727971.69538005,-0.007411477442872516
2024-11-07,121895371.98136628,-0.030483270049878608
2024-11-08,122085551.65998974,0.0015601878523536783
2024-11-11,123784108.76417783,0.013912842929346692
2024-11-12,123631502.81169686,-0.0012328396108720607
2024-11-13,123134871.96312189,-0.004017025088915882
2024-11-14,122953518.64682558,-0.001472802248502103
2024-11-18,122818621.33209883,-0.0010971407423827628
2024-11-19,122287093.09350611,-0.004327749593894814
2024-11-21,124245902.44836196,0.016018120189986496
2024-11-22,122805657.04459779,-0.011591894584714879
2024-11-25,122886529.08252902,0.0006585367472271564
2024-11-26,122815871.7577431,-0.00057498023024527
2024-11-27,122187342.19913732,-0.005117657429860367
2024-11-28,119829672.20858967,-0.01929553379355109
2024-11-29,119873995.43386097,0.0003698852250395568
2024-12-02,120445678.12096283,0.004769030055540968
2024-12-03,120879593.78625908,0.00360258393713786
2024-12-04,121518667.83260596,0.005286864609066244
2024-12-05,120956476.13718517,-0.004626381324351003
2024-12-06,122660700.11783351,0.0140895637428744
2024-12-09,121489684.93442817,-0.009546783788780044
2024-12-10,121040298.85299946,-0.003698964909418012
2024-12-11,121774182.98464097,0.006063138794235812
2024-12-12,123624937.16707915,0.015198247584807145
2024-12-13,127565666.67320478,0.03187649350065791
2024-12-16,127895073.69837421,0.0025822545655116436
2024-12-17,127402810.69646397,-0.0038489598361793886
2024-12-18,127902065.88323951,0.003918714069542917
2024-12-19,127648983.17254096,-0.0019787226183631823
2024-12-20,127608827.41595122,-0.00031457952575664194
2024-12-23,126954233.98176838,-0.005129687713916087
2024-12-26,126704941.7548944,-0.0019636385416635926
2024-12-27,126411370.96165434,-0.002316964036082947
2024-12-30,126049101.22019735,-0.0028658002733541466
