Symbol,Entry,Exit,Entry_Price,Exit_Price,Type,PnL,PnL_%,Reason
AGRO3<XBSP>,2023-09-13,2023-10-10,22.06495265,23.58917635,long,1036231.1643669549,6.8010936305396426,Take Profit
BBDC3<XBSP>,2023-09-21,2023-10-10,10.20106429,10.41133835,short,-172407.1099365726,-1.0507874377802513,Above VWAP (Short)
PORT3<XBSP>,2023-09-28,2023-10-10,11.96750329,12.74817616,long,838905.0782086905,6.416855802516511,Take Profit
YDUQ3<XBSP>,2023-10-06,2023-10-10,18.21963756,19.67343247,short,-889825.2348185554,-6.910172860216834,Stop Loss (Short)
SUZB3<XBSP>,2023-09-20,2023-10-13,51.94156875,55.41443371,long,915117.5326997209,6.579519963698881,Take Profit
CVCB3<XBSP>,2023-10-10,2023-10-13,3.11,2.92,long,-1093478.2299300004,-6.203121637205241,Stop Loss
INTB3<XBSP>,2023-10-13,2023-10-16,15.78899279,16.62982672,short,-659232.1863470878,-4.282617575994406,Stop Loss (Short)
LWSA3<XBSP>,2023-10-13,2023-10-19,5.929361206,5.560595698,short,878024.5936481897,7.147834247669454,Take Profit (Short)
GFSA3<XBSP>,2023-10-19,2023-10-20,78.52459879,71.71118458,long,-1111001.2117933743,-8.768021564106057,Stop Loss
PLPL3<XBSP>,2023-10-10,2023-10-23,7.151098447,7.436450622,short,-421177.97356764786,-2.9607192879385265,Stop Loss (Short)
LEVE3<XBSP>,2023-10-10,2023-10-23,29.61269285,27.32594289,short,980336.0887839515,8.63583687898211,Take Profit (Short)
RDOR3<XBSP>,2023-10-16,2023-10-23,22.04147518,22.79919624,short,-311637.1214496922,-2.4135700510875555,Stop Loss (Short)
AMBP3<XBSP>,2023-10-20,2023-10-23,1.615,1.501,short,1002213.9579500016,7.979033197437404,Take Profit (Short)
ALPA4<XBSP>,2023-10-10,2023-10-24,7.366953743,7.701368199,short,-781071.3118833378,-3.504342428621522,Stop Loss (Short)
AMBP3<XBSP>,2023-10-23,2023-10-24,1.501,1.551,short,-469348.6170700006,-2.308032268916435,Stop Loss (Short)
GFSA3<XBSP>,2023-10-23,2023-10-24,78.52459879,75.62889775,long,-389281.522733029,-3.7838517231417916,Stop Loss
CASH3<XBSP>,2023-10-23,2023-10-25,2.972001565,2.828263225,long,-793134.4452930838,-4.931483869767493,Stop Loss
QUAL3<XBSP>,2023-10-23,2023-10-25,3.309972356,3.11057643,long,-786970.7849526517,-6.1179784354984115,Stop Loss
POMO4<XBSP>,2023-10-24,2023-10-26,3.755047259,3.884531647,short,-292590.35012651235,-2.4240355006344894,Stop Loss (Short)
WEGE3<XBSP>,2023-10-25,2023-10-26,30.30481153,31.45075133,short,-417485.93721528165,-2.753840662064834,Stop Loss (Short)
GFSA3<XBSP>,2023-10-25,2023-10-26,93.17343934,99.13517678,long,754439.113668846,6.2922452373653375,Take Profit
AMBP3<XBSP>,2023-10-24,2023-10-27,1.551,1.419,short,1780839.8467199989,9.416473562249838,Take Profit (Short)
GFSA3<XBSP>,2023-10-26,2023-10-27,99.13517678,94.8767929,long,-772514.050943125,-4.391141502223375,Stop Loss
ARML3<XBSP>,2023-10-26,2023-10-27,11.6579867,11.18438099,long,-466911.0236908067,-4.158341661019552,Stop Loss
SANB11<XBSP>,2023-10-24,2023-10-30,24.23742586,23.56686001,long,-428344.1351578608,-2.863790778371479,Below VWAP
WEGE3<XBSP>,2023-10-26,2023-11-03,31.45075133,32.28853926,short,-233872.85631823167,-1.647335597929096,Above VWAP (Short)
HYPE3<XBSP>,2023-10-27,2023-11-07,28.59365197,29.55072352,short,-428825.75442036614,-2.3239078719537902,Stop Loss (Short)
SUZB3<XBSP>,2023-10-27,2023-11-08,49.13110311,50.61677013,short,-295072.1566381082,-2.003844444312151,Stop Loss (Short)
AMER3<XBSP>,2023-10-30,2023-11-09,85.0,79.0,long,-872662.0199999996,-7.151671857554207,Stop Loss
ZAMP3<XBSP>,2023-11-07,2023-11-10,6.600416922,6.014816023,long,-1234508.7851841617,-8.963217221080036,Stop Loss
TOTS3<XBSP>,2023-11-08,2023-11-13,29.29891204,31.60918587,long,1086013.2159892786,7.777408999444405,Take Profit
VVEO3<XBSP>,2023-10-27,2023-11-14,15.03149373,13.64995838,short,1185662.8453222103,10.090038155990213,Take Profit (Short)
BEEF3<XBSP>,2023-11-09,2023-11-14,6.038503611,6.23329405,short,-298768.0228139423,-2.203768762915329,Stop Loss (Short)
MDIA3<XBSP>,2023-11-13,2023-11-14,30.61091171,33.71014731,short,-1239363.2898659073,-9.034267882795868,Stop Loss (Short)
CSAN3<XBSP>,2023-11-03,2023-11-16,16.58627619,17.64887979,long,793932.3788584098,6.300222783511618,Take Profit
CEAB3<XBSP>,2023-11-10,2023-11-16,6.910322981,7.664349937,long,1429206.475649925,10.800801421415409,Take Profit
SBFG3<XBSP>,2023-11-14,2023-11-16,9.187513509,10.06786649,long,1767858.6966758892,9.47258658685126,Take Profit
SBFG3<XBSP>,2023-11-16,2023-11-20,10.06786649,9.740075484,long,-410619.821410574,-3.3524615316870503,Stop Loss
POSI3<XBSP>,2023-11-14,2023-11-21,6.429972613,6.183718343,long,-467625.54527538083,-3.925861368240286,Stop Loss
VVEO3<XBSP>,2023-11-16,2023-11-21,13.86399907,14.34072606,short,-468571.6766798347,-2.4144520031861667,Stop Loss (Short)
AMER3<XBSP>,2023-11-21,2023-11-22,118.0,109.0,long,-1227902.823999999,-7.719399244822968,Stop Loss
OIBR3<XBSP>,2023-11-21,2023-11-23,6.935583276,6.440184471,long,-920533.7945284285,-7.23562151516266,Stop Loss
CMIG4<XBSP>,2023-11-22,2023-11-24,6.503369529,6.050712091,short,1042873.7749698404,7.881537043517289,Take Profit (Short)
VVEO3<XBSP>,2023-11-23,2023-11-27,14.73962006,14.097498,long,-571084.0838460065,-4.451983646214939,Stop Loss
HBSA3<XBSP>,2023-11-14,2023-11-28,3.380994681,3.437344593,short,-99411.11899265647,-0.6600660256354457,Above VWAP (Short)
SLCE3<XBSP>,2023-11-24,2023-11-28,16.6918784,17.49401589,short,-490751.5509131253,-3.7678767889969005,Stop Loss (Short)
ENEV3<XBSP>,2023-11-27,2023-11-28,12.74,12.35,long,-402804.84114000015,-3.158066423372547,Stop Loss
VBBR3<XBSP>,2023-11-28,2023-11-30,19.08239763,20.3830734,long,979630.7499390449,6.709393044498113,Take Profit
JHSF3<XBSP>,2023-11-16,2023-12-01,3.769776263,3.906859036,short,-404244.9518196024,-2.610261020849789,Stop Loss (Short)
ZAMP3<XBSP>,2023-11-28,2023-12-07,6.024741462,6.253026558,short,-509812.5462170504,-2.761511726432938,Stop Loss (Short)
EGIE3<XBSP>,2023-11-30,2023-12-07,38.98804249,38.8715265,long,-49559.757170692086,-0.3984521250227843,Below VWAP
PCAR3<XBSP>,2023-12-07,2023-12-08,4.08,4.33,long,998883.2662400026,6.021429550841331,Take Profit
KLBN4<XBSP>,2023-12-01,2023-12-14,3.455097401,3.536393811,short,-176361.46137568727,-1.3395457354601197,Above VWAP (Short)
SMTO3<XBSP>,2023-12-08,2023-12-14,26.80327758,27.90146742,short,-437280.25262496434,-3.0665566361184244,Stop Loss (Short)
LWSA3<XBSP>,2023-12-14,2023-12-15,5.968178628,5.744978452,long,-643235.008642029,-3.83600139142464,Stop Loss
SBSP3<XBSP>,2023-12-07,2023-12-18,64.58785484,68.64717395,long,819782.7692589127,6.17877854053427,Take Profit
BHIA3<XBSP>,2023-12-15,2023-12-18,11.17,10.24,short,1297842.5713000018,9.233537498781224,Take Profit (Short)
ZAMP3<XBSP>,2023-12-18,2023-12-20,6.292728314,5.856008999,long,-1178090.408471793,-7.033030058766962,Stop Loss
BHIA3<XBSP>,2023-12-18,2023-12-20,10.24,10.94,short,-781076.9447999988,-5.77815594059405,Stop Loss (Short)
PORT3<XBSP>,2023-11-20,2023-12-21,13.76946364,15.05951098,long,1126537.29823819,9.259640802439545,Take Profit
SEQL3<XBSP>,2023-12-14,2023-12-21,8.297380883,7.54307353,short,1351974.6376301385,9.990999099909997,Take Profit (Short)
GFSA3<XBSP>,2023-12-20,2023-12-26,121.6194437,143.0816984,long,2315416.244038038,17.52952923625291,Take Profit
GFSA3<XBSP>,2023-12-26,2023-12-27,143.0816984,159.9448986,long,1552747.2448880877,11.674040267412352,Take Profit
GFSA3<XBSP>,2023-12-27,2023-12-28,159.9448986,177.4894402,long,1478003.6423596274,10.858257827504165,Take Profit
MYPK3<XBSP>,2023-12-20,2024-01-02,11.59576209,11.40492274,long,-288024.87991676293,-1.7440240463814864,Below VWAP
TTEN3<XBSP>,2023-12-21,2024-01-02,11.29461942,10.64113107,long,-749369.2896660324,-5.87995775575616,Stop Loss
TUPY3<XBSP>,2023-12-28,2024-01-02,26.93815927,25.44674124,long,-783118.0166712198,-5.6308203345182735,Stop Loss
SEQL3<XBSP>,2024-01-02,2024-01-03,14.89757022,13.95468603,long,-1246064.4922286198,-6.4226912251783075,Stop Loss
ABCB4<XBSP>,2024-01-02,2024-01-03,20.12805103,20.53272338,short,-156639.98803471774,-1.0004846411049175,Above VWAP (Short)
SEQL3<XBSP>,2024-01-03,2024-01-04,13.95468603,12.44607132,long,-1814863.1332634632,-10.899910928933437,Stop Loss
AMER3<XBSP>,2023-11-28,2024-01-05,93.0,87.0,short,869313.0600000005,7.377834557649317,Take Profit (Short)
SEQL3<XBSP>,2024-01-05,2024-01-08,10.3717261,10.74887978,short,-348399.56014168635,-2.610261060815817,Stop Loss (Short)
MILS3<XBSP>,2024-01-03,2024-01-10,12.55283421,12.30489967,long,-276066.0821120031,-2.0730549189889835,Below VWAP
TEND3<XBSP>,2024-01-04,2024-01-11,11.32072917,10.00143254,short,1721838.1987971216,12.528527917733543,Take Profit (Short)
CAML3<XBSP>,2024-01-02,2024-01-12,7.262397356,8.01812906,short,-1163544.9114434868,-9.312961745415633,Stop Loss (Short)
MRVE3<XBSP>,2024-01-11,2024-01-12,8.39,7.82,short,1032324.3541000001,7.716635787535846,Take Profit (Short)
CAML3<XBSP>,2024-01-12,2024-01-16,8.01812906,7.723209371,long,-474683.56700402685,-3.7743865259899185,Stop Loss
PORT3<XBSP>,2023-12-21,2024-01-17,15.05951098,15.23868422,long,173476.41726059094,1.088679303454774,Below VWAP
GGBR4<XBSP>,2024-01-10,2024-01-25,16.57457828,16.8060668,short,-52174.488125715405,-0.39272081563876293,Above VWAP (Short)
GOLL54<XBSP>,2024-01-16,2024-01-25,0.089721887,0.083740428,short,955952.7764698844,7.590758928771581,Take Profit (Short)
MRVE3<XBSP>,2024-01-12,2024-01-26,7.82,8.08,short,-366022.84860000014,-2.3017902813299242,Stop Loss (Short)
INTB3<XBSP>,2024-01-25,2024-01-30,20.35672892,19.48147428,long,-551579.2781653889,-4.395188715160865,Stop Loss
GOLL54<XBSP>,2024-01-30,2024-02-01,0.037319104,0.034848501,short,985993.7458852734,7.5447622305357065,Take Profit (Short)
ALOS3<XBSP>,2024-01-08,2024-02-07,22.60212189,21.98215773,short,494635.8072475232,3.7058878370627193,Above VWAP (Short)
BRSR6<XBSP>,2024-02-01,2024-02-08,12.63556291,11.89984293,long,-766337.7782505844,-5.916696709913535,Stop Loss
OIBR3<XBSP>,2024-02-07,2024-02-08,8.520859453,9.511657064,long,1500729.2969507687,11.516390588339283,Take Profit
TOTS3<XBSP>,2024-02-08,2024-02-09,28.82848636,29.78165494,short,-290627.98615931906,-2.2835077120813763,Stop Loss (Short)
SLCE3<XBSP>,2024-01-17,2024-02-14,17.48394261,17.27004331,long,-174316.4993353691,-1.3220821852118978,Below VWAP
OIBR3<XBSP>,2024-02-08,2024-02-14,9.511657064,10.89877372,long,2281925.534857545,14.468864477616904,Take Profit
SLCE3<XBSP>,2024-02-14,2024-02-16,17.27004331,18.13494047,short,-652057.6231005248,-3.9683936030638605,Stop Loss (Short)
RADL3<XBSP>,2024-01-25,2024-02-20,25.24966166,24.88062814,short,386722.88782402314,2.437166807055299,Above VWAP (Short)
VULC3<XBSP>,2024-01-26,2024-02-20,12.86049955,12.958086,short,31855.487894682214,0.23880434091006966,Above VWAP (Short)
TIMS3<XBSP>,2024-02-20,2024-02-21,15.13625825,15.33394931,short,-51285.06865077093,-0.30304569957354643,Above VWAP (Short)
JHSF3<XBSP>,2024-02-09,2024-02-22,3.737258834,3.902010384,short,-429495.873409342,-3.3746066147309928,Stop Loss (Short)
BRKM5<XBSP>,2024-02-16,2024-02-22,19.25,20.6,long,943356.6982500013,6.906080932054967,Take Profit
WEGE3<XBSP>,2024-02-21,2024-02-22,35.34433271,34.22504726,long,-459925.9906064421,-3.2635396341129628,Stop Loss
IGTI11<XBSP>,2024-02-22,2024-02-23,22.43925683,21.95246444,long,-441459.5346483402,-2.2671112851917874,Below VWAP
OIBR3<XBSP>,2024-02-22,2024-02-23,12.88036894,12.28589037,long,-585444.2137051672,-4.710673968887471,Stop Loss
PCAR3<XBSP>,2024-02-22,2024-02-26,3.98,3.5,short,2031976.6897999998,12.930991591621474,Take Profit (Short)
TUPY3<XBSP>,2024-02-23,2024-02-27,23.25692974,24.01469776,short,-290219.5621215347,-2.2358872863307107,Stop Loss (Short)
PCAR3<XBSP>,2024-02-26,2024-02-27,3.5,3.94,short,-1550380.0950000007,-11.456859971711463,Stop Loss (Short)
PCAR3<XBSP>,2024-02-27,2024-02-28,3.94,4.41,short,-1748012.5186,-10.820726742725034,Stop Loss (Short)
PCAR3<XBSP>,2024-02-28,2024-02-29,4.41,4.03,long,-1171457.5689699985,-8.708071973378084,Stop Loss
DIRR3<XBSP>,2024-02-20,2024-03-06,6.591505775,6.999953782,long,815174.7535779402,6.090490699430838,Take Profit
RANI3<XBSP>,2024-02-23,2024-03-06,7.994653578,7.489740458,short,1178161.1758315284,7.243202728787604,Take Profit (Short)
CXSE3<XBSP>,2024-02-29,2024-03-06,12.28982198,13.10230151,long,859764.6319717988,6.5044906183604425,Take Profit
TUPY3<XBSP>,2024-02-27,2024-03-07,24.01469776,25.68927154,long,877249.0443834104,6.866254110490773,Take Profit
CASH3<XBSP>,2024-03-06,2024-03-07,3.639962088,3.521589337,long,-416538.10309670493,-3.3486838411745055,Stop Loss
SAPR4<XBSP>,2024-02-14,2024-03-08,4.760853601,4.788110396,short,55497.020097980276,0.423248440563879,Above VWAP (Short)
GUAR3<XBSP>,2024-03-07,2024-03-08,6.743174374,7.576382701,long,1847495.9050180614,12.244077749143607,Take Profit
RECV3<XBSP>,2024-03-06,2024-03-12,17.38626392,18.01096869,short,-504871.0517550707,-2.56741959848687,Stop Loss (Short)
ORVR3<XBSP>,2024-03-06,2024-03-20,36.71,39.11,long,1000224.6798599996,6.4312968426289014,Take Profit
MYPK3<XBSP>,2024-03-07,2024-03-27,12.3318567,13.12559046,long,763925.0683307927,6.330119632496074,Take Profit
PETR3<XBSP>,2024-03-08,2024-03-28,28.47926539,29.48042939,short,-393715.542702524,-2.490508623667324,Stop Loss (Short)
PETR4<XBSP>,2024-03-08,2024-03-28,27.33721045,28.27569718,short,-303891.5375055745,-2.408911960430899,Stop Loss (Short)
NATU3<XBSP>,2024-03-12,2024-04-01,17.74063061,17.35822361,long,-313526.07242133096,-2.2532901536315393,Below VWAP
AMER3<XBSP>,2024-03-28,2024-04-01,65.0,61.0,long,-845463.0899999999,-6.247598555290862,Stop Loss
ONCO3<XBSP>,2024-03-28,2024-04-02,8.517235967,7.622204391,short,1949683.460079832,11.394529281190687,Take Profit (Short)
ARML3<XBSP>,2024-03-27,2024-04-03,11.38325805,10.53090918,short,1197270.7974676918,8.403703872150684,Take Profit (Short)
QUAL3<XBSP>,2024-04-01,2024-04-03,1.83444251,1.664955974,short,1645447.1161310803,10.137752892232168,Take Profit (Short)
SEQL3<XBSP>,2024-04-02,2024-04-04,6.411612501,5.845881986,short,1341471.3080656175,9.726266747500777,Take Profit (Short)
ONCO3<XBSP>,2024-04-03,2024-04-04,7.314236537,7.987916218,short,-1113368.5584615022,-8.12923397549485,Stop Loss (Short)
BRKM5<XBSP>,2024-03-20,2024-04-05,26.76,25.72,long,-575155.3883600011,-3.9824151931775327,Stop Loss
LIGT3<XBSP>,2024-04-04,2024-04-05,5.75,5.25,long,-1435337.2127500009,-8.786865308604444,Stop Loss
ALPA4<XBSP>,2024-04-05,2024-04-08,9.432454793,9.275083284,long,-229016.83816887438,-1.7666379550548974,Below VWAP
IRBR3<XBSP>,2024-04-05,2024-04-10,42.35,40.82,long,-601172.2989999987,-3.709041843634516,Stop Loss
VVEO3<XBSP>,2024-04-08,2024-04-10,6.956322341,6.664448676,long,-554359.5095162876,-4.291512688041983,Stop Loss
AMBP3<XBSP>,2024-04-01,2024-04-11,1.4,1.304,short,1007600.5500000007,7.779349363507785,Take Profit (Short)
CASH3<XBSP>,2024-04-03,2024-04-15,2.864106276,2.679325226,short,1266238.517135784,7.377834555419029,Take Profit (Short)
CURY3<XBSP>,2024-04-15,2024-04-18,15.67713604,16.20286737,short,-320636.9134215191,-2.3301890068567666,Stop Loss (Short)
PETR4<XBSP>,2024-04-04,2024-04-19,28.66925614,30.67489312,long,900016.5332549885,6.888887250804235,Take Profit
ISAE4<XBSP>,2024-04-10,2024-04-19,23.73072882,22.61989062,long,-760908.8632334918,-4.776235495858119,Stop Loss
CBAV3<XBSP>,2024-04-10,2024-04-19,4.71,5.11,long,1068290.1989200003,8.384184817305838,Take Profit
PETZ3<XBSP>,2024-04-19,2024-04-22,4.511424849,5.018960145,long,2169887.0306498744,11.13886114965625,Take Profit
PETZ3<XBSP>,2024-04-22,2024-04-23,5.018960145,4.840382911,long,-520971.6425248813,-3.654398043912667,Stop Loss
GOLL54<XBSP>,2024-04-18,2024-04-24,0.018334473,0.016253965,short,1682212.763518978,12.225267377658762,Take Profit (Short)
USIM5<XBSP>,2024-04-23,2024-04-25,8.796604545,8.206942042,short,1089059.5308125466,7.627026444906415,Take Profit (Short)
AMBP3<XBSP>,2024-04-24,2024-04-26,1.002,1.037,short,-349865.0838399995,-2.468330665401866,Stop Loss (Short)
ALOS3<XBSP>,2024-04-25,2024-04-26,18.19151973,18.99747314,short,-482131.923132021,-3.3964156140057398,Stop Loss (Short)
SLCE3<XBSP>,2024-04-11,2024-04-29,17.47464264,17.84664142,short,-144159.12109561078,-1.1176157591512361,Above VWAP (Short)
EGIE3<XBSP>,2024-04-19,2024-04-29,35.9045099,36.59740395,short,-115490.70456208661,-0.9206183756920826,Above VWAP (Short)
HYPE3<XBSP>,2024-04-26,2024-04-29,26.56678471,27.99050382,short,-736220.6679273099,-4.315860655807162,Stop Loss (Short)
BHIA3<XBSP>,2024-04-29,2024-04-30,7.3,6.85,long,-1206258.1658999994,-6.258125436207624,Stop Loss
NEOE3<XBSP>,2024-04-19,2024-05-03,18.43499402,18.8532975,short,-197528.61132791825,-1.2565079645130877,Above VWAP (Short)
ALOS3<XBSP>,2024-04-26,2024-05-03,18.99747314,19.64315709,short,-323306.5508095175,-2.3750382106796972,Stop Loss (Short)
LJQQ3<XBSP>,2024-04-29,2024-05-03,4.119848378,4.336682503,short,-656560.451466037,-4.220948406835931,Stop Loss (Short)
GOLL54<XBSP>,2024-04-29,2024-05-03,0.017034155,0.017814346,short,-439995.5435896702,-3.5447096532446833,Stop Loss (Short)
MULT3<XBSP>,2024-04-30,2024-05-03,21.38412208,22.9816253,short,-868409.792951908,-6.406446663184908,Stop Loss (Short)
ZAMP3<XBSP>,2024-05-03,2024-05-06,3.870921203,3.523530838,long,-1801731.1892854832,-9.0652936968909,Stop Loss
LJQQ3<XBSP>,2024-05-03,2024-05-06,4.336682503,4.072710524,short,900112.0681879781,7.016788648091113,Take Profit (Short)
GUAR3<XBSP>,2024-05-03,2024-05-07,8.487098781,8.138313899,long,-426657.4148964975,-4.205383664371951,Stop Loss
BRSR6<XBSP>,2024-05-06,2024-05-07,10.63451747,9.846775433,short,958499.0426052902,8.324165770252911,Take Profit (Short)
PORT3<XBSP>,2024-05-03,2024-05-22,15.28200632,14.27841187,short,1882800.0998633988,7.4922417945607656,Take Profit (Short)
SUZB3<XBSP>,2024-05-07,2024-05-22,50.53187137,46.7937912,short,1120592.5338086113,8.314327016712527,Take Profit (Short)
GOLL54<XBSP>,2024-05-22,2024-05-23,0.016904124,0.016383997,long,-411676.77717151307,-3.1737499640361473,Stop Loss
RDOR3<XBSP>,2024-05-07,2024-05-24,28.70064831,27.957808,long,-286265.613302717,-2.6855497471578773,Below VWAP
GOLL54<XBSP>,2024-05-24,2024-05-27,0.018334473,0.017684314,long,-451127.66082142666,-3.642458920704452,Stop Loss
MGLU3<XBSP>,2024-05-27,2024-05-28,12.76573084,11.93086175,short,926102.4744317476,7.465271248499912,Take Profit (Short)
SAPR4<XBSP>,2024-05-03,2024-05-31,5.115191941,5.078849547,long,-128705.61450245231,-0.8096699058204306,Below VWAP
ONCO3<XBSP>,2024-05-23,2024-06-03,8.854075808,8.507611972,long,-516719.6519751381,-4.009034444209513,Stop Loss
SEQL3<XBSP>,2024-05-28,2024-06-04,6.034458824,5.261293787,short,1696540.4943867493,13.67574257712872,Take Profit (Short)
AGRO3<XBSP>,2024-06-03,2024-06-04,23.88102291,22.86116063,long,-559983.9381607585,-4.366230903246062,Stop Loss
BRKM5<XBSP>,2024-05-06,2024-06-06,19.7,17.9,short,1448232.3879999984,10.036688948082615,Take Profit (Short)
SEQL3<XBSP>,2024-06-04,2024-06-06,5.261293787,5.959028089,short,-1485493.2249634936,-12.140246292068335,Stop Loss (Short)
RAIL3<XBSP>,2024-06-06,2024-06-07,19.64712474,18.97624731,long,-421673.65302386135,-3.511123022574017,Stop Loss
ZAMP3<XBSP>,2024-06-06,2024-06-10,3.434201887,3.255543986,long,-795390.8697655145,-5.297015105108336,Stop Loss
AMER3<XBSP>,2024-06-04,2024-06-13,36.0,39.0,short,-1113319.6799999997,-7.260726072607258,Stop Loss (Short)
AMER3<XBSP>,2024-06-13,2024-06-17,39.0,43.0,short,-1196180.7200000007,-9.16476263010917,Stop Loss (Short)
BBDC3<XBSP>,2024-06-07,2024-06-21,9.88244335,9.901133078,short,96602.70801907219,0.802850972824019,Above VWAP (Short)
SANB11<XBSP>,2024-05-31,2024-06-24,25.18719538,25.41410705,short,12838.297012245283,0.09811792025423181,Above VWAP (Short)
OIBR3<XBSP>,2024-06-17,2024-06-24,4.399141392,4.55766901,short,-336456.6280486323,-2.577825356185452,Stop Loss (Short)
SAPR11<XBSP>,2024-06-21,2024-06-24,24.38352034,24.97491169,short,-181290.4994087573,-1.4112605228259676,Above VWAP (Short)
TTEN3<XBSP>,2024-06-24,2024-06-25,9.900720775,9.624329767,long,-518934.67791139707,-2.888736381437331,Below VWAP
LREN3<XBSP>,2024-05-22,2024-06-26,11.06015905,10.35245205,short,1201440.6725720987,7.325450941390612,Take Profit (Short)
NEOE3<XBSP>,2024-06-10,2024-06-26,17.65111355,17.66065469,short,116833.08010123856,0.9365801582967225,Above VWAP (Short)
GOLL54<XBSP>,2024-06-26,2024-06-28,0.012743109,0.013393267,short,-651914.7247639168,-4.061421714587878,Stop Loss (Short)
MOVI3<XBSP>,2024-06-26,2024-06-28,5.956301864,5.765394753,long,-419162.56298709475,-3.301826378319413,Stop Loss
GFSA3<XBSP>,2024-06-24,2024-07-01,71.0,64.6,short,1437350.490000002,9.914935155487393,Take Profit (Short)
AMBP3<XBSP>,2024-06-28,2024-07-01,1.29,1.465,long,1698761.334450001,13.45243903383439,Take Profit
AMBP3<XBSP>,2024-07-01,2024-07-02,1.465,1.665,long,2148569.792734999,13.538338794311485,Take Profit
GOLL54<XBSP>,2024-06-28,2024-07-04,0.013393267,0.013783362,short,-302359.1448772289,-1.8936833657309253,Above VWAP (Short)
AMBP3<XBSP>,2024-07-02,2024-07-05,1.665,1.9,long,1926312.0259399991,14.000114000113994,Take Profit
IFCM3<XBSP>,2024-07-04,2024-07-09,123.9357929,146.7660706,long,2599194.958105739,18.30274993048531,Take Profit
GOLL54<XBSP>,2024-07-05,2024-07-09,0.015343743,0.016514028,long,1090219.7960991133,7.519595899973479,Take Profit
AMER3<XBSP>,2024-07-09,2024-07-10,69.0,76.0,long,1814314.0080000013,10.034892643588304,Take Profit
ABCB4<XBSP>,2024-06-25,2024-07-11,19.5914203,20.93179303,long,852808.6799536459,6.734896335474719,Take Profit
RAPT4<XBSP>,2024-07-01,2024-07-11,10.94053003,11.69040818,long,856447.1749857292,6.747382608751456,Take Profit
AMER3<XBSP>,2024-07-10,2024-07-12,76.0,69.0,long,-1446178.7280000001,-9.301225090698775,Stop Loss
MRVE3<XBSP>,2024-07-11,2024-07-12,7.26,6.96,long,-603740.7046799995,-4.2280034015571175,Stop Loss
CVCB3<XBSP>,2024-07-09,2024-07-16,2.15,2.08,long,-484780.6840499975,-3.3524614919963587,Stop Loss
PLPL3<XBSP>,2024-07-11,2024-07-17,9.531435523,10.38971645,long,1588257.2846554816,8.8958435257844,Take Profit
GGPS3<XBSP>,2024-07-12,2024-07-18,17.17244127,16.55809499,long,-623888.7120796181,-3.673838934821209,Stop Loss
TEND3<XBSP>,2024-07-12,2024-07-18,12.3587052,11.89307109,long,-524786.8778296355,-3.8637971549001824,Stop Loss
SMFT3<XBSP>,2024-07-16,2024-07-18,21.97220985,21.53759471,long,-283593.25180208124,-2.07594603248961,Below VWAP
OIBR3<XBSP>,2024-07-17,2024-07-18,5.072883768,4.597300914,short,1535867.5156215169,10.272277242360879,Take Profit (Short)
HBSA3<XBSP>,2024-07-18,2024-07-19,3.643960934,3.540652764,long,-547180.043066185,-2.932119404778209,Below VWAP
OIBR3<XBSP>,2024-07-18,2024-07-24,4.597300914,4.319877583,short,838899.1614206824,6.964834414104599,Take Profit (Short)
UNIP6<XBSP>,2024-07-18,2024-07-25,43.21486234,43.08634867,long,-59252.18242740072,-0.3969860508055913,Below VWAP
VULC3<XBSP>,2024-07-25,2024-07-26,11.18999243,11.39504465,short,-110408.01326006092,-0.8242185713665896,Above VWAP (Short)
ZAMP3<XBSP>,2024-07-18,2024-07-29,3.424276449,3.51,short,-351227.0996758193,-1.4885210499683768,Above VWAP (Short)
ITUB3<XBSP>,2024-06-24,2024-08-01,23.17761699,23.50198084,long,148840.51381511614,1.2981720588106946,Below VWAP
USIM5<XBSP>,2024-07-26,2024-08-02,6.33,5.94,short,949771.385400001,7.0902350898597035,Take Profit (Short)
CSMG3<XBSP>,2024-08-01,2024-08-06,18.81782474,19.7564155,short,-580703.7212254591,-3.948292090122706,Stop Loss (Short)
POMO4<XBSP>,2024-08-02,2024-08-06,6.180525252,6.754821846,long,1314429.696083771,9.182852542251396,Take Profit
NEOE3<XBSP>,2024-07-24,2024-08-07,17.35610144,17.78928201,short,-192877.07948546298,-1.481029975764504,Above VWAP (Short)
SBFG3<XBSP>,2024-07-29,2024-08-07,14.23794747,15.14088806,long,955174.9340833165,6.235553471263774,Take Profit
SEQL3<XBSP>,2024-08-06,2024-08-07,5.110432317,7.54307353,long,6635131.042348353,47.454021980504635,Take Profit
MYPK3<XBSP>,2024-08-06,2024-08-08,10.31126875,10.80140081,short,-656992.0891554542,-3.716201243661247,Stop Loss (Short)
SEQL3<XBSP>,2024-08-07,2024-08-08,7.54307353,5.46872831,long,-5838668.210534645,-27.572427562494607,Stop Loss
IFCM3<XBSP>,2024-08-07,2024-08-08,133.7201977,114.1513882,long,-2492921.6775905844,-14.719426974679939,Stop Loss
SEQL3<XBSP>,2024-08-08,2024-08-09,5.46872831,6.854768071,short,-4945642.948631503,-24.103789683382896,Stop Loss (Short)
IFCM3<XBSP>,2024-08-08,2024-08-09,114.1513882,120.6743247,short,-611243.5066429116,-4.6676096453644265,Stop Loss (Short)
ONCO3<XBSP>,2024-08-09,2024-08-12,6.207477061,6.621308865,short,-967268.8773135208,-5.610561055042256,Stop Loss (Short)
