Date,Equity,DI_daily,Ret
2023-01-01,100050788.03732619,0.000507880373261882,
2023-01-02,100101601.86889973,0.000507880373261882,0.000507880373261882
2023-01-03,100152441.50782102,0.000507880373261882,0.000507880373261882
2023-01-04,100203306.9671971,0.000507880373261882,0.000507880373261882
2023-01-05,100254198.26014169,0.000507880373261882,0.000507880373261882
2023-01-06,100305115.39977512,0.000507880373261882,0.000507880373261882
2023-01-09,100356058.39922443,0.000507880373261882,0.000507880373261882
2023-01-10,100407027.27162331,0.000507880373261882,0.000507880373261882
2023-01-11,100458022.03011215,0.000507880373261882,0.000507880373261882
2023-01-12,100509042.68783796,0.000507880373261882,0.000507880373261882
2023-01-13,100560089.25795445,0.000507880373261882,0.000507880373261882
2023-01-16,100611161.75362203,0.000507880373261882,0.000507880373261882
2023-01-17,100662260.18800777,0.000507880373261882,0.000507880373261882
2023-01-18,100713384.57428545,0.000507880373261882,0.000507880373261882
2023-01-19,100764534.9256355,0.000507880373261882,0.000507880373261882
2023-01-20,100815711.25524509,0.000507880373261882,0.000507880373261882
2023-01-23,100866913.57630807,0.000507880373261882,0.000507880373261882
2023-01-24,100918141.90202498,0.000507880373261882,0.000507880373261882
2023-01-25,100969396.24560308,0.000507880373261882,0.000507880373261882
2023-01-26,101020676.62025633,0.000507880373261882,0.000507880373261882
2023-01-27,101071983.0392054,0.000507880373261882,0.000507880373261882
2023-01-30,101123315.51567768,0.000507880373261882,0.000507880373261882
2023-01-31,101174674.06290726,0.000507880373261882,0.000507880373261882
2023-02-01,101226058.69413498,0.000507880373261882,0.000507880373261882
2023-02-02,101277469.42260839,0.000507880373261882,0.000507880373261882
2023-02-03,101328906.26158176,0.000507880373261882,0.000507880373261882
2023-02-06,101380369.22431612,0.000507880373261882,0.000507880373261882
2023-02-07,101431858.3240792,0.000507880373261882,0.000507880373261882
2023-02-08,101483373.57414548,0.000507880373261882,0.000507880373261882
2023-02-09,101534914.98779619,0.000507880373261882,0.000507880373261882
2023-02-10,101586482.5783193,0.000507880373261882,0.000507880373261882
2023-02-13,101638076.35900953,0.000507880373261882,0.000507880373261882
2023-02-14,101689696.34316836,0.000507880373261882,0.000507880373261882
2023-02-15,101741342.54410402,0.000507880373261882,0.000507880373261882
2023-02-16,101793014.97513148,0.000507880373261882,0.000507880373261882
2023-02-17,101844713.6495725,0.000507880373261882,0.000507880373261882
2023-02-22,101896438.5807556,0.000507880373261882,0.000507880373261882
2023-02-23,101948189.78201605,0.000507880373261882,0.000507880373261882
2023-02-24,101999967.26669592,0.000507880373261882,0.000507880373261882
2023-02-27,102051771.04814403,0.000507880373261882,0.000507880373261882
2023-02-28,102103601.139716,0.000507880373261882,0.000507880373261882
2023-03-01,102155457.55477422,0.000507880373261882,0.000507880373261882
2023-03-02,102207340.30668788,0.000507880373261882,0.000507880373261882
2023-03-03,102259249.40883294,0.000507880373261882,0.000507880373261882
2023-03-06,102311184.87459217,0.000507880373261882,0.000507880373261882
2023-03-07,102363146.71735515,0.000507880373261882,0.000507880373261882
2023-03-08,102415134.95051822,0.000507880373261882,0.000507880373261882
2023-03-09,102467149.58748455,0.000507880373261882,0.000507880373261882
2023-03-10,102519190.64166413,0.000507880373261882,0.000507880373261882
2023-03-13,102571258.12647372,0.000507880373261882,0.000507880373261882
2023-03-14,102623352.05533694,0.000507880373261882,0.000507880373261882
2023-03-15,102675472.44168419,0.000507880373261882,0.000507880373261882
2023-03-16,102727619.29895271,0.000507880373261882,0.000507880373261882
2023-03-17,102779792.64058657,0.000507880373261882,0.000507880373261882
2023-03-20,102831992.48003665,0.000507880373261882,0.000507880373261882
2023-03-21,102884218.83076067,0.000507880373261882,0.000507880373261882
2023-03-22,102936471.70622319,0.000507880373261882,0.000507880373261882
2023-03-23,102988751.1198956,0.000507880373261882,0.000507880373261882
2023-03-24,103041057.08525616,0.000507880373261882,0.000507880373261882
2023-03-27,103093389.61578992,0.000507880373261882,0.000507880373261882
2023-03-28,103145748.72498882,0.000507880373261882,0.000507880373261882
2023-03-29,103198134.42635164,0.000507880373261882,0.000507880373261882
2023-03-30,103250546.73338403,0.000507880373261882,0.000507880373261882
2023-03-31,103302985.65959847,0.000507880373261882,0.000507880373261882
2023-04-03,103355451.21851434,0.000507880373261882,0.000507880373261882
2023-04-04,103407943.42365785,0.000507880373261882,0.000507880373261882
2023-04-05,103460462.2885621,0.000507880373261882,0.000507880373261882
2023-04-06,103513007.82676707,0.000507880373261882,0.000507880373261882
2023-04-10,103565580.0518196,0.000507880373261882,0.000507880373261882
2023-04-11,103618178.97727339,0.000507880373261882,0.000507880373261882
2023-04-12,103670804.61668909,0.000507880373261882,0.000507880373261882
2023-04-13,103723456.98363417,0.000507880373261882,0.000507880373261882
2023-04-14,103776136.09168303,0.000507880373261882,0.000507880373261882
2023-04-17,103828841.95441695,0.000507880373261882,0.000507880373261882
